task_id,split,recon_ok,recon_error,recomputed_call_count,declared_call_count,call_count_agrees,n_nodes,n_edges,depth,n_roots,n_leaves,n_join_nodes,n_fan_out_nodes,n_reused_outputs,n_late_edges,max_reference_distance,mean_reference_distance,n_parallel_branches,critical_path,recomputed_primary_pattern,recomputed_satisfied_patterns,undecidable_patterns,declared_structural_pattern,pattern_agrees,declared_actual_structural_pattern,actual_pattern_agrees,recomputed_answer_type,declared_answer_type,answer_type_agrees,gold_tool_surfaces,gold_primitives,capability_families,declared_workflow_id,declared_cell_tier,declared_query_mode,question_exact_hash,question_skeleton_hash,question_intent_hash
p42_a97ab9733152,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,TYPE_TRANSITION_CHAIN,True,TYPE_TRANSITION_CHAIN,True,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,inventory.grow_then_add,CORE_PROFILE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,e31544342faa548b6779fb0959550b67b85d63a07ffd53433b7b979d62540e50,1840c9340de7ae0c149f529e77251ad385258b6f69ef1ffbd0fb04a02fd9204d,f9df4838901a005ebf3da1c892888820c3c37837d7614f81e5bb04e00b34f473
p42_d25b0d837a91,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,REPEATED_PRIMITIVE,False,REPEATED_PRIMITIVE,False,boolean,,,shrink_by_rate|exceeds_value,decrease_by_percent|is_greater,arithmetic.binary|comparison,inventory.shrink_then_compare,CORE_PROFILE,SEMI_IMPLICIT,096a678b3553fb0353c9000925e7fd95d25fca08c7fced757d21c28420be0a44,1c70681a16f19c9408c18aa114477650156b96523c7e0cd84f455f96e6e39714,bf6a2235b91f0319e9af3a4d40e066185b8bfc1b26a420f1770cbe5977d434df
p42_31c5f7274d75,selected,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,LINEAR_CHAIN,True,LINEAR_CHAIN,True,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,inventory.six_step_pipeline,STRUCTURAL_ENRICHMENT,OPERATION_EXPLICIT_GRAPH_IMPLICIT,78c0073aa665d5663a7f16c58e44ffa8e4d79d573fde0fd24346dc1a10a09cc7,5d721c0376d1e503a6effe6f75c3d04fb09172f90397ca2aea4eb6afb855e52e,3ad6ea378b9a222e2b836461c0d0bd8ae0e9c2fe59dfdb0ae4db86ea3e0a3576
p42_3705ce3d19c4,selected,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,REUSE_EARLY_OUTPUT,False,REUSE_EARLY_OUTPUT,False,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,measurement.four_step_adjust_total,STRUCTURAL_ENRICHMENT,SEMI_IMPLICIT,1ad019c2d46b26a4e0c83fc846f0afa76ca80d9a1f44bfcb6b5fe5743f19933a,f99cc0c9c4adf4b95f5ca157dc6be4f9a57b85972227abf4a95f351ae2a4bcea,d890cf39df320f391f66617033fb3ca8ba32b7bebf0af579d0be27c22904dcfe
p42_22fb1ecb0df1,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,LINEAR_CHAIN,True,LINEAR_CHAIN,True,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,measurement.grow_then_add,CORE_PROFILE,SEMI_IMPLICIT,cf8a7a4fcc9ee88c129be77fe22e2995c75b8b3cbe28faf0bf6c621062028ff2,d7e97addda34ab610a5dc91abc2ac43843f754f32e38637629ebd92a40dfceb1,bf6a2235b91f0319e9af3a4d40e066185b8bfc1b26a420f1770cbe5977d434df
p42_df451b1a71b6,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,TYPE_TRANSITION_CHAIN,True,TYPE_TRANSITION_CHAIN,True,boolean,,,shrink_by_rate|exceeds_value,decrease_by_percent|is_greater,arithmetic.binary|comparison,measurement.shrink_then_compare,CORE_PROFILE,GOAL_BASED_IMPLICIT,f4e0561b279cb5b9ea5f86114a9b56570ef09d3fa0bc808a98e0293e75255f02,a9bba97342c63575dd20e619ca45d83552f770183846b444b11d4794c0dacf01,815a7dbc5e95234da00676f06c0faaefef9b8150f568adfacf591f428a9e18f6
p42_840f5f171297,selected,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,LATE_REFERENCE,False,LATE_REFERENCE,False,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,measurement.six_step_pipeline,STRUCTURAL_ENRICHMENT,GOAL_BASED_IMPLICIT,d3db062f712ca56172458e02866c18c4f9c5b674827474bb4f5b022742745131,e8416eb0b6380b1e2253120b60111cacc87ba4f9c353e583ec7257fba35cef51,d46947ba3c21ea658463e57a0fe2a2b18f119deb384e41ccb412ff5a65c9aebc
p42_0cded84bedad,selected,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,DIAMOND,False,DIAMOND,False,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,operations.four_step_adjust_total,STRUCTURAL_ENRICHMENT,OPERATION_EXPLICIT_GRAPH_IMPLICIT,64bb22f8ebf8b3d9e7d37c19b6a5964048a4ae019ea477b8d7b256b645e55734,cf88aa9c3b247fc8ea1e4305f4518390bec1e0b7980c72fa7d9e831bc815102f,7ad6704df2d63a884b8177de5244b05254ab7be8cedc1613330423b34bbf9858
p42_419278f3c606,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,REPEATED_PRIMITIVE,False,REPEATED_PRIMITIVE,False,boolean,,,grow_by_rate|exceeds_value,increase_by_percent|is_greater,arithmetic.binary|comparison,personal_finance.adjust_compare,CORE_PROFILE,GOAL_BASED_IMPLICIT,83748d1c35cafc8f8ec288efe086a4fdc0da4129e5fe28e8fded4f7a50d8605c,fbe7637cb99b8beaf387091edf639368dcea9c90ad9fb71be6485c1273698736,d9d7d2f3ab7848e1b01de72a391c36e7de8f4a12fb7d92784e705ebcee7dfa31
p42_239ba41b958b,selected,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,PARALLEL_THEN_MERGE,False,PARALLEL_THEN_MERGE,False,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,personal_finance.four_step_adjust_total,STRUCTURAL_ENRICHMENT,OPERATION_EXPLICIT_GRAPH_IMPLICIT,6c5fc27d9d2534c89f3b5f15ae598062b7710aba42be54eb21d523a2942d5942,42b1334f85fe478a9598dce8e134f5b974332b5964ab662147cb8af3ab796fbf,7ad6704df2d63a884b8177de5244b05254ab7be8cedc1613330423b34bbf9858
p42_c6bda0676ca4,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,TYPE_TRANSITION_CHAIN,True,TYPE_TRANSITION_CHAIN,True,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,personal_finance.grow_then_add,CORE_PROFILE,GRAPH_EXPLICIT,33f7692b71ff3477e8706d1e5f498bee9eab1f3776b6f0198f4ca5595903ec4e,70f7e993e3c73f72d73a1c1c361416e81bb2922cd24f0e5e8a3d571da6a988bb,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_1bd94cdfe5dd,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,REPEATED_PRIMITIVE,False,REPEATED_PRIMITIVE,False,boolean,,,shrink_by_rate|exceeds_value,decrease_by_percent|is_greater,arithmetic.binary|comparison,personal_finance.shrink_then_compare,CORE_PROFILE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,24db74a48c03e0a24790cc8feb2b251344bd60feb1cc9fe3c5fd4028499d8235,6029904509887e9ecdca61a87d5d927c73a92109d76a662392271dd35355c7ea,f9df4838901a005ebf3da1c892888820c3c37837d7614f81e5bb04e00b34f473
p42_fc0b195a7c7e,selected,True,,5,5,True,5,5,5,1,1,1,1,1,0,2,1.2,1,0|1|2|3|4,DIAMOND,DIAMOND|FAN_IN_SINGLE|FAN_OUT|REUSE_EARLY_OUTPUT,TYPE_TRANSITION_CHAIN,LINEAR_CHAIN,False,LINEAR_CHAIN,False,boolean,,,portion_by_rate|reduce_amount|combine_amounts|grow_by_rate|exceeds_value,percent_of|subtract|add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,quality.multi_metric_decision,CHALLENGE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,cfe28ee35cdbb187ca612f297bb202ded2d1d6a8628209613f143af3e2185d13,e64c8868f1a525709a676f03565733de63a6a13e85116468128645d2eb9b846b,4afd0c8e0b656de457baf389a44df5e36f4eb312f3f03f47ec68257c440bda9f
p42_fd38d9609e5a,selected,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,REUSE_EARLY_OUTPUT,False,REUSE_EARLY_OUTPUT,False,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,quality_control.four_step_adjust_total,STRUCTURAL_ENRICHMENT,GRAPH_EXPLICIT,2d69a44b5a98810c63a8b61b3b770e30d64777886f3cb45a920b88d07311420f,967a884bea5b754b28a6ca531da3898e77da393ac260ee33401e7bed49623e27,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_eefe78b79a63,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,TYPE_TRANSITION_CHAIN,True,TYPE_TRANSITION_CHAIN,True,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,quality_control.grow_then_add,STRUCTURAL_ENRICHMENT,SEMI_IMPLICIT,6f849a79fae5100877037ca814a33af11081d55abba614a092073dabde18ba82,8db15227182eb432ad7176f629368146494b74af0311a0c9a3e2250d72e40118,bf6a2235b91f0319e9af3a4d40e066185b8bfc1b26a420f1770cbe5977d434df
p42_7699cee3a738,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,REPEATED_PRIMITIVE,False,REPEATED_PRIMITIVE,False,boolean,,,shrink_by_rate|exceeds_value,decrease_by_percent|is_greater,arithmetic.binary|comparison,quality_control.shrink_then_compare,STRUCTURAL_ENRICHMENT,GOAL_BASED_IMPLICIT,94e6bd69bfc2dff2fcef971521664395a1e3b2a1435fad030f60e4582f3233cd,b6f962106421cae5613cd15e1cf795c7b12dae2ba3065f5225285ad956e0253a,815a7dbc5e95234da00676f06c0faaefef9b8150f568adfacf591f428a9e18f6
p42_31a8f82b6244,selected,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,MULTI_JOIN,False,MULTI_JOIN,False,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,rates_and_ratios.four_step_adjust_total,STRUCTURAL_ENRICHMENT,DOMAIN_GROUNDED_IMPLICIT,4c0bc7f0be89382a19b08993bde7ef6f71de186a3c71adc4e3f81e7f8cc3e111,f358d7ca0a8ef391f49a854fbd4d0d6f0b3c30038ea5999777ed0eaed4d08d40,fb5b164951c0df732c54e401670f34c972528a3461d2f95f0c4f49518e2f2bcf
p42_64c60f022582,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,REPEATED_PRIMITIVE,False,REPEATED_PRIMITIVE,False,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,rates_and_ratios.grow_then_add,CORE_PROFILE,DOMAIN_GROUNDED_IMPLICIT,a5673e03af1230411bac8bc3ad44ed531f13fefd79d98a0397eed628a5a9616e,f28a920e91be9af8e6d2527fd11cf436d45978a338fb2c4ba65e93daf7792967,dfd2046662c14f3f0a5e83242ca206f0a2bab970f7b58dec14a6e0564ec9e94d
p42_5b392812aa5a,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,LINEAR_CHAIN,True,LINEAR_CHAIN,True,boolean,,,shrink_by_rate|exceeds_value,decrease_by_percent|is_greater,arithmetic.binary|comparison,rates_and_ratios.shrink_then_compare,CORE_PROFILE,GRAPH_EXPLICIT,6db430c08ee84ba4eeac875419a06bbe8d20d9305af24a3a5c0bbd864e4f7a40,b7a3768958a0b690572b28f142d26ebfc947251795a1503f574746d10172e288,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_08ed5b7e8b58,selected,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,FAN_IN_SINGLE,False,FAN_IN_SINGLE,False,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,resource_allocation.four_step_adjust_total,STRUCTURAL_ENRICHMENT,SEMI_IMPLICIT,789784ed90bdce313f588d9c3570383a4a91bf4168acfa9b8874bdcc887f4f90,4eda0b23728b77a7a0a07baab0909f421f81ada7bc56ef8073db1a413010c518,d890cf39df320f391f66617033fb3ca8ba32b7bebf0af579d0be27c22904dcfe
p42_f815ae145a52,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,LINEAR_CHAIN,True,LINEAR_CHAIN,True,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,resource_allocation.grow_then_add,STRUCTURAL_ENRICHMENT,GOAL_BASED_IMPLICIT,f417d81ea722e47c85e214ccb3ae9c0ff7f9f565ff40072e49809025a5f25a03,eedf6e18d35915143d3ccfca40c3d9a2d94f5afd6981e497c561504ecf236893,0af461324f8468ac9f874d392862f3c380fac0b9e8e69b24d93cdaa79db93e0c
p42_fce78d739dc3,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,TYPE_TRANSITION_CHAIN,True,TYPE_TRANSITION_CHAIN,True,boolean,,,shrink_by_rate|exceeds_value,decrease_by_percent|is_greater,arithmetic.binary|comparison,resource_allocation.shrink_then_compare,STRUCTURAL_ENRICHMENT,DOMAIN_GROUNDED_IMPLICIT,7fc4d99636dc7d475ac3aa01c256a9aeef684dd81e70ef310c67991e87e8f2fd,128cab8dc9fbfe04f2d29cabaad7b96a7ee33505e48c8d9734eb2b781e69c100,a581f41cf4a3fc451b38fecb1d5a9756adf91ce41028b65bc5042ae91aa1998b
p42_1203262c3e50,selected,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,DIAMOND,False,DIAMOND,False,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,statistics.four_step_adjust_total,STRUCTURAL_ENRICHMENT,GOAL_BASED_IMPLICIT,c20b1425eed362fb525f51dd0e36c6e863ff0f47a1b2eaf8c64a45350930db99,c8e166e8ee23cc1d49c842fa6bcd5cd9524e9dccc2fff977747c2414b93eab41,e7756da0e0dcfdb46996de35b1753599e3364da1af4b5e2cd359c8e7a61c54a7
p42_e92a6c8684cf,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,REPEATED_PRIMITIVE,False,REPEATED_PRIMITIVE,False,float,,,grow_by_rate|combine_amounts,increase_by_percent|add,arithmetic.binary|arithmetic.binary,statistics.grow_then_add,STRUCTURAL_ENRICHMENT,GRAPH_EXPLICIT,c62fbf22710b47c2e0569313af231a695c08fb49130a6d9bd79e693273e15821,73d6b8c4102245cf4dd3623411de2470d5f4238bdb84552c501d47daa8bca235,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_2b4d37f20cd5,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,LINEAR_CHAIN,True,LINEAR_CHAIN,True,boolean,,,shrink_by_rate|exceeds_value,decrease_by_percent|is_greater,arithmetic.binary|comparison,statistics.shrink_then_compare,STRUCTURAL_ENRICHMENT,OPERATION_EXPLICIT_GRAPH_IMPLICIT,bb1439e078d22ac56169d989b95781f61296f743f36c7cc0d8904e7d73d2d917,053f0d0c162aabc53ef49134cace35b21508a86e4eb6b49021a290c8b5ac1608,f9df4838901a005ebf3da1c892888820c3c37837d7614f81e5bb04e00b34f473
p42_4610df712377,selected,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,PARALLEL_THEN_MERGE,False,PARALLEL_THEN_MERGE,False,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,statistics.six_step_pipeline,STRUCTURAL_ENRICHMENT,DOMAIN_GROUNDED_IMPLICIT,291f78b21c18960eb1f6d0594d91114420411c7466cc1ec61fc118a410357f79,f504882da8057d141b9033c7f7072b7d450c291efcf3a6a64d0d0dec1900fca5,b751501e1c00f44c8dc47cec2258fa99b91a6f6f667ba615692576aa2bed611d
p42_f8dc1eb44b99,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,FAN_IN_SINGLE,False,FAN_IN_SINGLE,False,boolean,,,midpoint_value|exceeds_value,average_two|is_greater,statistics|comparison,statistics.two_value_mean_threshold,CORE_PROFILE,GRAPH_EXPLICIT,1adcd3954cd3c9ee19a3727fb528321896f15028cbd87507dce669e677c024ab,afa0624e57c59f8ef93e89db2e3b76d55588278aaef7fea73987f1e5827515ba,9a2392db71ab90fe9ccf2cd0061d204c04a912fd76e6f73845441d9743336fd3
p42_6686c1628d1d,selected,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,FAN_IN_SINGLE,False,FAN_IN_SINGLE,False,boolean,,,combine_amounts|grow_by_rate|exceeds_value,add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|comparison,text_processing.scale_adjust_compare,CAPABILITY_ENRICHMENT,GRAPH_EXPLICIT,53194504409afffd3ed672bbfe6ed2d254a71e278799ee3fe23f6de4fb4250a1,26f0e1e6070e5c780c0fdbe760cf635d4389448f752163a5eb4494879057ebf8,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_748759f287ed,selected,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,LATE_REFERENCE,False,LATE_REFERENCE,False,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,threshold_decision.four_step_adjust_total,STRUCTURAL_ENRICHMENT,OPERATION_EXPLICIT_GRAPH_IMPLICIT,9ff7b439309fb8381b32b09d18046b663e49b7576f42e0d487882738347eb50c,b7993bb2e32673d160fac431ae3b20512e0b42708c1f9762b0ad2473bcc81a97,7ad6704df2d63a884b8177de5244b05254ab7be8cedc1613330423b34bbf9858
p42_fc30f00a5d2c,selected,True,,5,5,True,5,4,5,1,1,0,0,0,0,1,1.0,1,0|1|2|3|4,REPEATED_PRIMITIVE,LINEAR_CHAIN|REPEATED_PRIMITIVE,TYPE_TRANSITION_CHAIN,MULTI_JOIN,False,MULTI_JOIN,False,boolean,,,combine_amounts|grow_by_rate|shrink_by_rate|combine_amounts|exceeds_value,add|increase_by_percent|decrease_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,threshold_decision.six_step_pipeline,STRUCTURAL_ENRICHMENT,SEMI_IMPLICIT,372d9a43fd755ddd883e50da09534dcd19e8e9882506890d43a4ed4c34711c60,2bb1b6181046b247c9b3bce1c195e1da490d374508f5a5df1a53c3d0a7e55663,fcb7944fb1580c6203a8bacd9584213654a6fb7d99a9ceea1af8ac5e5586adc3
p42_0e7beb80d11d,selected,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,REUSE_EARLY_OUTPUT,False,REUSE_EARLY_OUTPUT,False,boolean,,,combine_amounts|split_evenly|exceeds_value,add|divide|is_greater,arithmetic.binary|arithmetic.binary|comparison,travel.leg_sum_then_speed,CORE_PROFILE,GRAPH_EXPLICIT,ee919561eb7cd0043f477dfb50ac76b7a864a4e264e47b79530ce1d58548bcef,e201d7c118c46a1d0ee076acdc5883e723d4b6472bafc42c523655f5a90c48cf,9a2392db71ab90fe9ccf2cd0061d204c04a912fd76e6f73845441d9743336fd3
p42_4cb81f389261,selected,True,,4,4,True,4,3,4,1,1,0,0,0,0,1,1.0,1,0|1|2|3,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,TWO_STAGE_AGGREGATION,False,TWO_STAGE_AGGREGATION,False,boolean,,,scale_quantity|grow_by_rate|combine_amounts|exceeds_value,multiply|increase_by_percent|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,travel_distance.four_step_adjust_total,STRUCTURAL_ENRICHMENT,GOAL_BASED_IMPLICIT,90fb428d90088099e92dea87da063923196a9035a47383f5329185b3f7197753,6a0e60788fd18b3e8bc9511f5cad8e05a00b91a0bcde062ddcfb7466e853b6f1,e7756da0e0dcfdb46996de35b1753599e3364da1af4b5e2cd359c8e7a61c54a7
p42_60700b435f0f,selected,True,,3,3,True,3,2,3,1,1,0,0,0,0,1,1.0,1,0|1|2,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,REUSE_EARLY_OUTPUT,False,REUSE_EARLY_OUTPUT,False,boolean,,,combine_amounts|grow_by_rate|exceeds_value,add|increase_by_percent|is_greater,arithmetic.binary|arithmetic.binary|comparison,classification.scale_adjust_compare,CORE_PROFILE,GRAPH_EXPLICIT,8a34a394d7520572b4aface35284aa859d37edb9120a06c5d7705e350f57542b,d238ce625945e44accbe76697d2aedc4e4aba1606f9438dfddb503f6fce6f05a,f2ef7201bd633a914d6afd2d37098111de79867e4d334023e2c12a4936891023
p42_7a24d9ed7b81,selected,True,,5,5,True,5,5,5,1,1,1,1,1,0,2,1.2,1,0|1|2|3|4,DIAMOND,DIAMOND|FAN_IN_SINGLE|FAN_OUT|REPEATED_PRIMITIVE|REUSE_EARLY_OUTPUT,TYPE_TRANSITION_CHAIN,LATE_REFERENCE,False,LATE_REFERENCE,False,boolean,,,shrink_by_rate|portion_by_rate|combine_amounts|combine_amounts|exceeds_value,decrease_by_percent|percent_of|add|add|is_greater,arithmetic.binary|arithmetic.binary|arithmetic.binary|arithmetic.binary|comparison,commerce.discount_tax_fee_compare,CHALLENGE,GOAL_BASED_IMPLICIT,d820221d5c52afe1e74bcf7f05cd56470a8d65f65030c5f9c7541b00c987b0b8,d7c9003165032fc3c1c06f31f133d36eff44974d1e2d1ad3fab1246dd3335b1b,5bc4a9404cab7f5a6223162d02ea22d8e906402c77f56ebc9551f010bef8bb67
p42_344e80bdbeb5,selected,True,,3,3,True,3,3,3,1,1,1,1,1,0,2,1.333333,1,0|1|2,DIAMOND,DIAMOND|FAN_IN_SINGLE|FAN_OUT|REUSE_EARLY_OUTPUT,TYPE_TRANSITION_CHAIN,REUSE_EARLY_OUTPUT,True,REUSE_EARLY_OUTPUT,True,float,,,shrink_by_rate|portion_by_rate|combine_amounts,decrease_by_percent|percent_of|add,arithmetic.binary|arithmetic.binary|arithmetic.binary,commerce.discount_tax_total,CORE_PROFILE,DOMAIN_GROUNDED_IMPLICIT,e69d38d1614717f85864a347d98d847020d212eae7b373650981aaa14507dc4f,50ccb5643a9e1f0eb2ea3a0c176bf33419df338b6bda1e44b98cd2b6ecf839c3,a581f41cf4a3fc451b38fecb1d5a9756adf91ce41028b65bc5042ae91aa1998b
p42_8a50426dedc5,selected,True,,2,2,True,2,1,2,1,1,0,0,0,0,1,1.0,1,0|1,LINEAR_CHAIN,LINEAR_CHAIN,TYPE_TRANSITION_CHAIN,FAN_IN_SINGLE,False,FAN_IN_SINGLE,False,float,,,shrink_by_rate|combine_amounts,decrease_by_percent|add,arithmetic.binary|arithmetic.binary,commerce.discount_then_fee,CORE_PROFILE,OPERATION_EXPLICIT_GRAPH_IMPLICIT,18986222f8693f8c7edc0d5786dc7905980e6a9909f84ddafdcde768be710eb6,c3dc710d49ae19d648acb5a8a245eb91db13543c3938197fe03196d5546b5560,f9df4838901a005ebf3da1c892888820c3c37837d7614f81e5bb04e00b34f473
