answer_type,call_bucket,call_count,depth,distractor_count,distractor_hardness,generation_cell,graph_template_id,motif,offered_tool_count,paraphrase_status,reference_density,sample_id,semantic_program_family,source,target_failure_mode,target_skill,topology_hash,track
float,5,5,5,4,0.0,,,linear,9,na,0.4,1ddeac74-83ee-4119-9100-83133001b0f5,,diagnostic,,,topo_d228dd6db98a,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,1ed76362-d447-432f-8693-6b77e9b03e61,,diagnostic,,,topo_52c12a6fa235,diagnostic
float,5,5,4,4,0.0,,,fan_in,9,na,0.4,1fdcc183-f3ca-49ca-b7d9-2a8466034136,,diagnostic,,,topo_7279e5f4b24a,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.4,1ff34864-aaf4-45ad-9132-b96cc6de3c63,,diagnostic,,,topo_2b041b861492,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.4,203ee03e-405f-4fed-9322-30d5b03a0364,,diagnostic,,,topo_6011a58939eb,diagnostic
float,4,4,3,4,0.0,,,fan_in,8,na,0.375,2074df88-ff97-47f7-824b-f0dea1f34aa8,,diagnostic,,,topo_5b37b75596d2,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,2092563a-202f-4984-b18b-d971f42a0f6e,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,6+,8,4,2,0.0,,,fan_in,10,na,0.4375,2137514c-b124-42a1-a902-7b903792d2c7,,diagnostic,,,topo_d8766ac6f63e,diagnostic
list,2,2,2,15,0.0,,,linear,17,na,0.142857,2140a918-5ea0-4afb-bf9c-a6eaf5f74a1e,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,4,6,0.0,,,linear,10,na,0.375,215a654f-549a-47c1-b1ce-772fc2910045,,diagnostic,,,topo_5296967693d8,diagnostic
float,3,3,3,5,0.0,,,linear,8,na,0.333333,21611a3d-1312-4ca5-a55d-53ac907b8b95,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
list,2,2,2,16,0.0,,,linear,18,na,0.166667,21d13279-bf86-4ffe-92fd-c65f65389f43,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,3,3,3,6,0.0,,,linear,9,na,0.333333,22040b6d-3b03-4762-a3bb-9688fac0fd97,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,3,3,3,6,0.0,,,linear,9,na,0.333333,22e261c5-6873-4bf8-9ad4-59bb993bed31,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,5,5,3,4,0.0,,,fan_in,9,na,0.4,236b5116-b02d-45f2-9a4e-18c83a35e11b,,diagnostic,,,topo_52c12a6fa235,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,23fb2017-6788-4dc2-a28a-403c6b473adb,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,4,4,4,6,0.0,,,linear,10,na,0.375,24a1101f-819c-4ca7-a4e4-e7dee741c4f6,,diagnostic,,,topo_5296967693d8,diagnostic
str,2,2,2,16,0.0044,,,linear,18,na,0.25,24ae4dc9-6d14-426d-8a74-b148e2546e4d,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,25558ef9-4c6d-4de8-b3a4-a1f4bf6eb7b9,,diagnostic,,,topo_5b37b75596d2,diagnostic
float,3,3,3,6,0.0,,,linear,9,na,0.333333,25632e5c-db71-4cc7-a47b-b41c35a1d514,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,4,4,4,6,0.0,,,linear,10,na,0.375,2570300a-af5a-4e4c-baa7-a5da634ac67c,,diagnostic,,,topo_5296967693d8,diagnostic
int,2,2,2,16,0.0088,,,linear,18,na,0.333333,266ec704-de4a-42a9-b0fe-5bded7b4ed40,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,27468e82-a565-4ac8-861b-13a7170839e9,,diagnostic,,,topo_911586a55488,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,2829663a-a30b-420d-a777-ba7c289924c8,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,6+,6,4,4,0.0,,,fan_in,10,na,0.416667,2866f717-aa3b-44b8-b672-a0593d2207a3,,diagnostic,,,topo_37f1fc553f96,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,28cc5dca-3281-4afc-949b-f41784c210a4,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,2a22dbc6-0db5-454d-9f51-08ae20dc6d47,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.428571,2b2c1931-a5c2-44a9-8283-08a4067256c2,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,5,5,3,2,0.0,,,fan_in,7,na,0.4,2b51319c-9997-4760-9111-50cec120c41c,,diagnostic,,,topo_52c12a6fa235,diagnostic
float,4,4,3,7,0.0,,,fan_in,11,na,0.375,2b820d2a-4e43-433b-939c-69e6e8719c57,,diagnostic,,,topo_30980484d6d7,diagnostic
str,2,2,2,18,0.0076,,,linear,20,na,0.333333,2b837d55-e28b-4101-aba9-0f5bb4a2bfdf,,diagnostic,,,topo_fdeb50f24873,diagnostic
int,2,2,2,16,0.0036,,,linear,18,na,0.142857,2bb28af9-3cd9-4287-bfe3-c43b74cc6675,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,2c4dad3c-1c93-456b-a172-846d887fe793,,diagnostic,,,topo_5b37b75596d2,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,2c787f80-62fe-4cd5-8205-930bb711b22a,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,2d151251-59a4-4470-a5ce-2b961771cce9,,diagnostic,,,topo_911586a55488,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.4,2d87c2a9-119e-4dca-a137-bad72526368e,,diagnostic,,,topo_0c51481d8aeb,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.4,2de63c8e-4a0e-418c-a608-998e6157ba44,,diagnostic,,,topo_6011a58939eb,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,2e458b03-c3d8-4794-8fc6-25f505ecbdc1,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,6+,53,10,0,0.0,,,fan_in,10,na,0.490566,2e70b1d4-a123-4c7a-b4a7-3e31ac5cb464,,diagnostic,,,topo_d03a09e50cd7,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.4,2e76a708-23a4-4091-bbd5-1ac893b3f389,,diagnostic,,,topo_774030263969,diagnostic
float,6+,8,4,1,0.0,,,fan_in,9,na,0.4375,2effd81d-6cc7-4291-a06f-ad803a993312,,diagnostic,,,topo_86dba62bb2ea,diagnostic
float,6+,12,6,0,0.0,,,fan_in,9,na,0.458333,2fda8d65-cacf-41a7-ac58-3f96be3fdc8b,,diagnostic,,,topo_a4f44e275b70,diagnostic
float,6+,15,8,0,0.0,,,fan_in,7,na,0.466667,30559c69-6370-4eb4-82e8-724968e008b3,,diagnostic,,,topo_9c6659eccfdc,diagnostic
float,2,2,2,12,0.0333,,,linear,14,na,0.166667,309caad0-09b3-4ebf-8ea8-2456d45ec64c,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,3,4,0.0,,,fan_in,8,na,0.375,3129f9c0-c62b-4e2e-a3a5-11e8398b8403,,diagnostic,,,topo_5b37b75596d2,diagnostic
list,3,3,2,11,0.004,,,mixed,14,na,0.076923,3171c089-3152-48db-90be-f576f555dfd6,,diagnostic,,,topo_5c49d2fff8bb,diagnostic
float,4,4,4,5,0.0,,,linear,9,na,0.375,320629df-4548-4c22-984d-6ca08f47f331,,diagnostic,,,topo_5296967693d8,diagnostic
float,5,5,4,6,0.0,,,fan_in,11,na,0.4,32881593-1d74-40fd-9d4e-9ea812030a17,,diagnostic,,,topo_0c51481d8aeb,diagnostic
float,5,5,5,4,0.0,,,linear,9,na,0.4,335daef0-edbe-4bb7-ae22-e68e0d60c81d,,diagnostic,,,topo_d228dd6db98a,diagnostic
float,4,4,4,6,0.0,,,linear,10,na,0.375,338fc6ec-f0b9-4659-8fad-cffa199b9b14,,diagnostic,,,topo_5296967693d8,diagnostic
float,5,5,4,6,0.0,,,fan_in,11,na,0.4,35adf4ad-dada-47dd-8c92-1af9100d6a8a,,diagnostic,,,topo_774030263969,diagnostic
float,4,4,4,5,0.0,,,linear,9,na,0.375,35fc7be7-e78c-4c96-9cf6-a78a9b542ffe,,diagnostic,,,topo_5296967693d8,diagnostic
float,2,2,2,9,0.0,,,linear,11,na,0.25,368861a1-8382-4f9e-8574-1f9d7ad05f3e,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,8,6,2,0.0,,,fan_in,10,na,0.4375,36ac0316-5e89-40e1-b85a-3dfc02daf78e,,diagnostic,,,topo_ace9c53050f0,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,36ba10c3-3023-4b26-b449-84787b535d77,,diagnostic,,,topo_30980484d6d7,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,370cba6c-f86f-4d80-a269-2c26578acd1a,,diagnostic,,,topo_5b37b75596d2,diagnostic
float,2,2,2,7,0.0,,,linear,9,na,0.25,383d4437-b8f5-42dc-b2f9-ccb05d1c595d,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,3,3,3,6,0.0,,,linear,9,na,0.333333,38e7c22f-c209-4f49-8bbd-08bc3cb08203,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,3a4b7b77-f0a1-4537-8623-432023f545bb,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,4,4,4,5,0.0,,,linear,9,na,0.375,3b98a2de-9a2c-46d8-8a0a-3bdb46a33559,,diagnostic,,,topo_5296967693d8,diagnostic
float,3,3,3,6,0.0,,,linear,9,na,0.333333,3baf684d-f14a-4696-b90f-0191b1df884b,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
list,2,2,2,16,0.0,,,linear,18,na,0.1,3ca6bc7f-564f-40d0-ac57-c818298f26d5,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,3ccc5de6-a0ef-4ef2-90b5-bd9bbf562ec1,,diagnostic,,,topo_30980484d6d7,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,3dc09ed5-bf3e-4aaf-827b-597690c8b7c5,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,3df11343-0943-44cd-9caa-7191dea7d6be,,diagnostic,,,topo_5b37b75596d2,diagnostic
float,6+,6,4,5,0.0,,,fan_in,11,na,0.625,3e23d38f-95ac-4ec8-842e-f7ab9f1be7d0,,diagnostic,,,topo_37f1fc553f96,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,3e45d5f1-f141-4cec-b2a5-a53cd05ddb0c,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,6+,8,5,2,0.0,,,fan_in,10,na,0.4375,3ef15f18-9bfb-404e-9fca-fe7b88f5e633,,diagnostic,,,topo_c39b8213eda5,diagnostic
float,5,5,4,4,0.0,,,fan_in,9,na,0.4,3f2bc63d-be93-4575-8013-1eb180ddfbb5,,diagnostic,,,topo_774030263969,diagnostic
float,3,3,2,6,0.0,,,fan_in,9,na,0.333333,3f50ec13-757f-4270-80cd-1fd2b0b1b89d,,diagnostic,,,topo_911586a55488,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,3f5153aa-ea03-4045-94b3-523fd229373f,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,5,5,4,4,0.0,,,fan_in,9,na,0.4,3f62db24-5089-4f1c-a461-837f1498207a,,diagnostic,,,topo_0c51481d8aeb,diagnostic
float,2,2,2,16,0.0,,,linear,18,na,0.333333,3fbf0c1d-ef09-4354-a9e0-207deb35c439,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,406d0c79-b87a-4a04-885d-81ac834107e9,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,6+,8,7,2,0.0,,,fan_in,10,na,0.4375,4181facd-49ba-4f9d-8ced-f01adcdd8782,,diagnostic,,,topo_596ff8eb2493,diagnostic
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,41b60c1c-6d88-4a34-9242-2aacf2837738,,diagnostic,,,topo_911586a55488,diagnostic
float,5,5,5,5,0.0,,,linear,10,na,0.4,42143b4c-1a3d-4f30-a3a6-c5e10facc1fe,,diagnostic,,,topo_d228dd6db98a,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,42c97dd0-2684-4c6a-a6cb-91c85788531d,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,3,3,3,6,0.0,,,linear,9,na,0.333333,43928d2f-402c-46bd-9e94-2994f3163b69,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,449a8672-1f24-4e89-9e8d-70661d89a8eb,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.444444,44fa9fda-8603-41e1-94ae-67ba830613cf,,diagnostic,,,topo_6011a58939eb,diagnostic
float,2,2,2,16,0.0031,,,linear,18,na,0.142857,4511ccb4-e31c-4cc8-b585-04dda07d21cf,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,3,3,3,6,0.0,,,linear,9,na,0.333333,453e02e3-d928-41c4-b059-9b6aee990044,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,47342c39-7c8d-4583-8135-cfd39372a0ff,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,47c68fdc-38e9-492e-b5f2-118a3d68088b,,diagnostic,,,topo_5b37b75596d2,diagnostic
float,4,4,4,6,0.0,,,linear,10,na,0.375,47fbefed-c16e-4a5c-a88a-ac17e2d5c863,,diagnostic,,,topo_5296967693d8,diagnostic
float,5,5,4,4,0.0,,,fan_in,9,na,0.4,4812e166-3663-4ebe-9671-daa88afb4e1d,,diagnostic,,,topo_0c51481d8aeb,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,4a6b0fd5-d75b-47c0-8130-ff584963f6c4,,diagnostic,,,topo_30980484d6d7,diagnostic
float,5,5,4,3,0.0,,,fan_in,8,na,0.4,4a6ee89a-2122-4e68-81d0-a52608c90f25,,diagnostic,,,topo_0c51481d8aeb,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,4b17cac8-6e1c-479c-9f0c-541a50964d92,,diagnostic,,,topo_30980484d6d7,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,4b54ac08-7d24-4d16-b63d-c4d07aaccd80,,diagnostic,,,topo_5b37b75596d2,diagnostic
float,6+,20,8,0,0.0,,,fan_in,9,na,0.542857,4b755960-987b-447a-a680-dbcd6c465ed5,,diagnostic,,,topo_3c002cc9f59b,diagnostic
float,3,3,3,6,0.0,,,linear,9,na,0.333333,4c733cb3-3e30-46f4-9570-225aabee657f,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,6+,13,7,0,0.0,,,fan_in,9,na,0.461538,4e462942-5adc-44e4-9771-749e1759751a,,diagnostic,,,topo_db1e543362bf,diagnostic
float,5,5,4,3,0.0,,,fan_in,8,na,0.4,4f7d0836-34fa-4d6d-8956-3bd8d62dc577,,diagnostic,,,topo_6011a58939eb,diagnostic
str,2,2,2,16,0.0063,,,linear,18,na,0.076923,50b9c98d-fcb8-43bb-ae56-e6b61d607f7c,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,8,5,2,0.0,,,fan_in,10,na,0.4375,51cbe578-e2fa-447e-8352-3ee8990283f3,,diagnostic,,,topo_c39b8213eda5,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.428571,52136fd0-87d3-4086-968b-fa7b8523c333,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,5,5,3,6,0.0,,,fan_in,11,na,0.444444,522157eb-3858-46ea-9052-f0b2e73bf024,,diagnostic,,,topo_17d840e0415f,diagnostic
int,2,2,2,15,0.0058,,,linear,17,na,0.25,52373c4f-e3e9-49cc-ada0-260f70efa0d3,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,527e54a6-fd36-4274-b93c-a57e88c04eb6,,diagnostic,,,topo_52c12a6fa235,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,52f03f10-d69f-4d1b-bae6-961f4f39d975,,diagnostic,,,topo_5b37b75596d2,diagnostic
float,5,5,3,4,0.0,,,fan_in,9,na,0.4,53276548-b18e-49cc-aac4-30ba51dfba76,,diagnostic,,,topo_17d840e0415f,diagnostic
float,3,3,2,6,0.0,,,fan_in,9,na,0.333333,535072fe-c1ab-4eda-adbf-feeb2bf4d808,,diagnostic,,,topo_911586a55488,diagnostic
float,2,2,2,12,0.0,,,linear,14,na,0.5,537aefe1-0523-46ff-a08c-e6657a622fa5,,diagnostic,,,topo_fdeb50f24873,diagnostic
bool,2,2,2,15,0.0,,,linear,17,na,0.25,53a4529b-b5be-4be5-9daf-fdb735bea3eb,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,6,4,2,0.0,,,fan_in,8,na,0.416667,53be30fe-7e4c-4ff3-ac84-f26073bbe1d2,,diagnostic,,,topo_2b9a65f092bb,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,5467bbb8-42c8-4997-b46f-5bf9bbc96f76,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,5,5,4,4,0.0,,,fan_in,9,na,0.4,55927c49-9d82-41ca-8402-4272bac69678,,diagnostic,,,topo_0c51481d8aeb,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,56a1c574-6d93-4367-a3df-128fecbda809,,diagnostic,,,topo_30980484d6d7,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,56ae2af3-97e8-47a4-8510-7a3af9dd3177,,diagnostic,,,topo_30980484d6d7,diagnostic
str,2,2,2,17,0.027,,,linear,19,na,0.5,577a4547-9566-49d5-a1f9-8ec7720aa38a,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,4,6,0.0,,,linear,10,na,0.375,5830f67e-aed1-4252-a279-f107ab8d15bb,,diagnostic,,,topo_5296967693d8,diagnostic
float,3,3,2,5,0.0,,,fan_in,8,na,0.333333,58f0da42-f029-4773-86a1-dc7548859054,,diagnostic,,,topo_911586a55488,diagnostic
int,2,2,2,14,0.0092,,,linear,16,na,0.333333,59212b7c-319b-47b5-b45c-2e375e846970,,diagnostic,,,topo_fdeb50f24873,diagnostic
int,3,3,2,15,0.016,,,mixed,18,na,0.090909,5bbe0356-c4f3-40f1-ba56-bbf37156213a,,diagnostic,,,topo_c654e84914a1,diagnostic
list,2,2,2,15,0.0156,,,linear,17,na,0.5,5c1b3296-9e7c-4627-acb3-13704d18bd95,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,4,6,0.0,,,linear,10,na,0.375,5cca94f3-e9c1-41b2-8119-20c0ddbee477,,diagnostic,,,topo_5296967693d8,diagnostic
float,6+,6,6,4,0.0,,,linear,10,na,0.454545,5da516a1-715a-4249-9f59-3b3d30e1b82d,,diagnostic,,,topo_02b29308ce2b,diagnostic
float,4,4,4,6,0.0,,,linear,10,na,0.375,5ece6f80-a4fb-48a9-95cd-8c8c2a49ab08,,diagnostic,,,topo_5296967693d8,diagnostic
float,5,5,3,4,0.0,,,fan_in,9,na,0.4,5f2689b9-c33d-4981-bb29-c52e7b2ce153,,diagnostic,,,topo_52c12a6fa235,diagnostic
str,3,3,2,14,0.0062,,,mixed,17,na,0.2,5fa7ff50-c123-4abc-be8a-6113e3dfafa7,,diagnostic,,,topo_5651f3cf682e,diagnostic
float,3,3,2,7,0.0,,,fan_in,10,na,0.333333,600a9f10-9c69-4fa2-803a-c43737d4e42d,,diagnostic,,,topo_911586a55488,diagnostic
float,6+,7,4,3,0.0,,,fan_in,10,na,0.428571,603b4a8b-a4dc-4b16-bb35-ab167c6c45c7,,diagnostic,,,topo_63f405a71afa,diagnostic
float,6+,6,5,3,0.0,,,fan_in,9,na,0.416667,60b0664f-1f02-4484-9101-def1ca77fd1a,,diagnostic,,,topo_274cced67f83,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,61cbd84c-a854-43b2-a962-3ed64fa2bea5,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
list,2,2,2,17,0.0,,,linear,19,na,0.333333,61fc2914-10f0-405d-af90-8e5cbe65909a,,diagnostic,,,topo_fdeb50f24873,diagnostic
list,2,2,2,16,0.0,,,linear,18,na,0.083333,620e82cc-c653-4faf-953b-510000552cd0,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,5,5,4,4,0.0,,,fan_in,9,na,0.4,623b1c5a-4ee6-4845-9f6f-d41129369bcc,,diagnostic,,,topo_6011a58939eb,diagnostic
bool,2,2,2,13,0.0038,,,linear,15,na,0.333333,62ab7c42-6aad-4d9c-9012-eb52fb01a82b,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,2,2,2,16,0.0036,,,linear,18,na,0.090909,63854dc5-cf6e-40bd-94e9-f4f930165cb7,,diagnostic,,,topo_fdeb50f24873,diagnostic
str,2,2,2,15,0.0197,,,linear,17,na,0.333333,63a86d01-04f7-43e6-a8c9-e8ac53331b71,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,6,4,3,0.0,,,fan_in,9,na,0.416667,63decc75-1337-4064-a0f1-abd398d5985e,,diagnostic,,,topo_f5466e583fca,diagnostic
float,5,5,4,4,0.0,,,fan_in,9,na,0.4,65148711-a63a-4d3f-98f7-192c73c15ac1,,diagnostic,,,topo_774030263969,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,654ce42c-5be5-4e84-838a-38364d7ec723,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
str,2,2,2,15,0.0058,,,linear,17,na,0.1,66312c55-87f2-4eb8-9ba2-f5158c1db300,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,5,5,4,4,0.0,,,fan_in,9,na,0.4,664a9ab5-d49e-4c80-9ce8-0b867ef97777,,diagnostic,,,topo_774030263969,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,665f96da-1bc5-4429-bc38-58046cdfd1c2,,diagnostic,,,topo_30980484d6d7,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,6661b550-224b-4330-9109-59404e7b811a,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.4,6895651a-8731-47bc-bef3-42a4944392c9,,diagnostic,,,topo_6011a58939eb,diagnostic
float,6+,8,5,2,0.0,,,fan_in,10,na,0.4375,68bb325d-be6c-4a56-a70b-be023b8f068b,,diagnostic,,,topo_549e2ec96bd6,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.444444,69bacfb5-3461-450d-bee0-3311e75bf7aa,,diagnostic,,,topo_6011a58939eb,diagnostic
float,3,3,3,6,0.0,,,linear,9,na,0.333333,6a001923-6ece-46ae-9e4e-ae2308bad269,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,6+,8,7,0,0.0,,,fan_in,8,na,0.4375,6a069715-af16-4353-b530-2c68b1045702,,diagnostic,,,topo_3d776f83e4a8,diagnostic
float,5,5,4,5,0.0,,,fan_in,10,na,0.4,6a42f278-ce39-4b47-ae02-60f80782c2c6,,diagnostic,,,topo_2b041b861492,diagnostic
float,6+,25,12,0,0.0,,,fan_in,10,na,0.48,6a580394-2cd8-4a80-bac8-d81c88244059,,diagnostic,,,topo_91a9e4f44c24,diagnostic
list,2,2,2,11,0.0045,,,linear,13,na,0.333333,6a8f3121-3467-477e-9f28-26b4632178cc,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,6accc733-a657-438c-97a2-d9b11b97edb8,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,6+,20,8,0,0.0,,,fan_in,10,na,0.558824,6b3f28d1-703c-4a21-b432-d84505bf42f1,,diagnostic,,,topo_adbf88b7e219,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,6b6884c6-f22a-4f7a-8fc4-73036ab9a0c3,,diagnostic,,,topo_17d840e0415f,diagnostic
list,2,2,2,13,0.0308,,,linear,15,na,0.333333,6b6c601e-23fc-49f8-ad28-e62718aa3852,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,6bcc90ed-8253-46d4-86a6-ebc1c8550f7a,,diagnostic,,,topo_5dc2042eea23,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,6c0d717a-af97-47db-ad9d-45255f829e0d,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,4,4,3,4,0.0,,,fan_in,8,na,0.428571,6c5bf32e-9b63-4950-a348-72e08943a6d5,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,6+,6,5,4,0.0,,,fan_in,10,na,0.416667,6c668a48-30d8-46ba-a9ac-8e0c58f9d9f0,,diagnostic,,,topo_864e6cf733bb,diagnostic
float,4,4,3,5,0.0,,,fan_in,9,na,0.375,6d2f296f-b21b-4c5d-9a0c-1a4bb82df7bc,,diagnostic,,,topo_5b37b75596d2,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,6dc00645-b34d-4f6b-a00e-046b14a8ece5,,diagnostic,,,topo_fdeb50f24873,diagnostic
str,2,2,2,12,0.0097,,,linear,14,na,0.5,6e091b41-13a2-4a4a-b4d9-105cf1b9ef85,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,6+,10,5,0,0.0,,,fan_in,9,na,0.45,6e46d58b-4319-430e-b6ca-72689e56a189,,diagnostic,,,topo_606006e98bc2,diagnostic
float,6+,9,5,1,0.0,,,fan_in,10,na,0.444444,6e91a284-bb94-4086-85c0-179782989414,,diagnostic,,,topo_f2c32ff10fdc,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,6ea6a1a9-f0e3-43ea-925a-4c627fce8951,,diagnostic,,,topo_bd3dd51ec1a9,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,6fb9747f-205d-4057-98a9-bebfa690d3fe,,diagnostic,,,topo_17d840e0415f,diagnostic
float,5,5,3,5,0.0,,,fan_in,10,na,0.4,702881c1-d5ba-4b90-aa65-8a17d9a3a5a6,,diagnostic,,,topo_52c12a6fa235,diagnostic
float,2,2,2,8,0.0,,,linear,10,na,0.25,71425aa1-18ff-4f04-a644-a91a2052e572,,diagnostic,,,topo_fdeb50f24873,diagnostic
float,3,3,3,7,0.0,,,linear,10,na,0.333333,714d3faf-b9d9-42a7-95b5-610d47e43332,,diagnostic,,,topo_1c8dbe1830b2,diagnostic
float,6+,6,4,2,0.0,,,fan_in,8,na,0.416667,71d06959-7b76-48fb-906f-16f634884bf2,,diagnostic,,,topo_2b9a65f092bb,diagnostic
float,4,4,3,6,0.0,,,fan_in,10,na,0.375,73456b3f-d04d-4746-ae18-622952722f11,,diagnostic,,,topo_30980484d6d7,diagnostic
