dominant_output_key,n_refs,output_key_hist,pattern_hist,sample_id,source
result,3,{'result': 3},{0: 3},ca30039f-334d-4462-8912-ff7996912bb9,diagnostic
output_0,1,{'output_0': 1},{0: 1},ca85531d-bc1d-40e8-8769-438c3e886fe2,diagnostic
result,11,{'result': 11},{0: 11},cb292a5a-b3fa-4310-b4f8-7532f24792a6,diagnostic
output_0,1,{'output_0': 1},{0: 1},cb993fec-f656-4b15-904b-084c311bd7e2,diagnostic
result,1,{'result': 1},{0: 1},cbc30b4f-03b3-47ff-a914-e801e5717d55,diagnostic
result,3,{'result': 3},{0: 3},cc2a8330-c94f-4949-a2d7-f4bc71c1138c,diagnostic
result,3,{'result': 3},{0: 3},ccb458fa-d81d-49cc-a872-78e6f78891d2,diagnostic
result,6,{'result': 6},{0: 6},ccf24406-7e65-4813-b8a4-64bd142b13e7,diagnostic
result,2,{'result': 2},{0: 2},cd2c11f9-7d61-4b5b-8292-304878bc8f34,diagnostic
result,3,{'result': 3},{0: 3},cd504733-bb25-4995-9fcc-2c786689fd98,diagnostic
result,7,{'result': 7},{0: 7},cd6b81c1-5157-4920-93ec-3ed00b01621b,diagnostic
result,5,{'result': 5},{0: 5},cdadfe2d-be7f-4395-8d5c-765e99d0815d,diagnostic
result,13,{'result': 13},{0: 13},cdfc6ae1-e182-443e-b66e-1162b3d38a03,diagnostic
result,2,{'result': 2},{0: 2},ced97929-b113-413a-a5be-c01d4b59c073,diagnostic
result,2,{'result': 2},{0: 2},cffae660-6fc6-4c48-8bfc-51be4385eb41,diagnostic
result,5,{'result': 5},{0: 5},d010385a-4346-45ae-baaf-5eb5ff4a0071,diagnostic
result,4,{'result': 4},{0: 4},d0b81e07-1120-4d16-bb30-210922380178,diagnostic
result,4,{'result': 4},{0: 4},d0e4ce58-0809-48bf-bc0f-af4904c1b6f7,diagnostic
result,4,{'result': 4},{0: 4},d13b28e8-59e7-4b1d-bcf8-efd26d9e8de3,diagnostic
result,5,{'result': 5},{0: 5},d15de72b-e688-459e-bf1d-fc9c79c5aab0,diagnostic
result,5,{'result': 5},{0: 5},d1c052b8-7b8f-4276-b609-102af3933429,diagnostic
result,3,{'result': 3},{0: 3},d1f08f46-390b-49ea-9534-ee1639221aec,diagnostic
result,7,{'result': 7},{0: 7},d20d683a-d14b-4108-8b0b-20d2dde2ad44,diagnostic
result,2,{'result': 2},{0: 2},d27d13fd-1d87-4878-bb12-c9910d53a134,diagnostic
result,3,{'result': 3},{0: 3},d2f60c36-a1dd-449c-820f-7ef26e8db0ce,diagnostic
result,8,{'result': 8},{0: 8},d35cd697-07ba-43bb-9035-05f045395df0,diagnostic
result,2,{'result': 2},{0: 2},d36a7acb-7a01-4eb1-9d6c-1d7436854b25,diagnostic
result,6,{'result': 6},{0: 6},d3b2541d-f260-4cf7-bdb7-5d75178f80f3,diagnostic
result,1,{'result': 1},{0: 1},d3b4384c-4b01-461a-a1a4-2aa313207f18,diagnostic
result,4,{'result': 4},{0: 4},d4c761eb-50a5-40eb-802f-c27c23600ecb,diagnostic
result,1,{'result': 1},{0: 1},d5aec711-273b-4a98-9789-02d7ac1a45be,diagnostic
result,2,{'result': 2},{0: 2},d6c9c7eb-7a64-4007-a9c6-b475be17b9a4,diagnostic
result,7,{'result': 7},{0: 7},d71ce103-fb88-4af0-a6a7-1ed85a639c57,diagnostic
result,4,{'result': 4},{0: 4},d7626ffb-76e8-433f-8eff-2a9c81282049,diagnostic
result,3,{'result': 3},{0: 3},d87c8747-a626-4e8b-90e6-825cef31fb05,diagnostic
result,4,{'result': 4},{0: 4},d883f2ac-e3ea-456c-a7ff-9abdb91a8f16,diagnostic
result,3,{'result': 3},{0: 3},d8ea3b09-8263-4b35-b6eb-622ebca8cc09,diagnostic
output_0,1,{'output_0': 1},{0: 1},d9657b27-fc32-4b1b-8821-f408a3cf7940,diagnostic
result,3,{'result': 3},{0: 3},db0f42d4-165c-4e31-bebd-9d6e5891c535,diagnostic
result,5,{'result': 5},{0: 5},db25d9a4-caa5-4657-b24e-545a5be6b981,diagnostic
result,4,{'result': 4},{0: 4},db8d72af-7a1a-4201-a376-4b827b0162df,diagnostic
result,3,{'result': 3},{0: 3},dc009c32-925d-40ae-a4af-eea8ebf28cb2,diagnostic
result,2,{'result': 2},{0: 2},dc5fc3b0-79a6-4aa9-8655-458ad1725bdf,diagnostic
result,1,{'result': 1},{0: 1},dc96276f-7680-42f4-8489-cfeca78d07c4,diagnostic
result,2,{'result': 2},{0: 2},dd7a392f-d258-4192-941a-b487c575eabd,diagnostic
result,1,{'result': 1},{0: 1},deca0cfc-5c4b-42e7-8d89-6a4ca7d9c771,diagnostic
result,8,{'result': 8},{0: 8},df7d09de-9314-438c-a726-5189f82d3bd9,diagnostic
result,3,{'result': 3},{0: 3},e0bd90e4-6dcc-45e2-9dd4-44e97eadbff4,diagnostic
result,6,{'result': 6},{0: 6},e1a005a4-216d-4486-a15b-d53ccb574e78,diagnostic
result,6,{'result': 6},{0: 6},e218fe94-0943-47ec-9f47-b7f716a1f410,diagnostic
result,2,{'result': 2},{0: 2},e2cf1726-9a4d-4cb1-a32f-5f5e9ba0d3c4,diagnostic
result,2,{'result': 2},{0: 2},e3146382-ad8d-4d85-82e1-f08127121657,diagnostic
result,5,{'result': 5},{0: 5},e3a118fa-b77d-4f76-9dc6-66233a361aba,diagnostic
result,2,{'result': 2},{0: 2},e3f3049a-021f-4f90-9c4e-640aaf4519c4,diagnostic
result,5,{'result': 5},{0: 5},e422f852-fe4a-4981-b899-25e6263b9a4a,diagnostic
result,2,{'result': 2},{0: 2},e43bbe8b-0429-473d-96c9-216905851bd6,diagnostic
result,4,{'result': 4},{0: 4},e4bdc3e1-4c28-4050-a23a-ab74718caada,diagnostic
result,1,{'result': 1},{0: 1},e5eb37ac-bd11-4a84-82a3-588c93ba7712,diagnostic
result,4,{'result': 4},{0: 4},e652bee6-4121-4ca1-8dd0-653787184a80,diagnostic
result,2,{'result': 2},{0: 2},e665aa88-e0ac-4724-866a-44d2c84e97b0,diagnostic
output_0,1,{'output_0': 1},{0: 1},e66fce41-6850-45a8-9db4-5cdf7fc5d81c,diagnostic
result,3,{'result': 3},{0: 3},e6768b60-cc80-4e82-b9c8-c0d48df718fe,diagnostic
output_0,2,{'output_0': 2},{0: 2},e67ab11d-70f4-4d75-9cf4-dc77d18dda1f,diagnostic
output_0,1,{'output_0': 1},{0: 1},e6a8c49d-577f-4a1e-a2d0-96ec051f83ac,diagnostic
result,4,{'result': 4},{0: 4},e70bd2c9-99af-410a-bc6d-61a65e00f7d8,diagnostic
result,8,{'result': 8},{0: 8},e7739078-35f2-48da-a734-cb4b077cf372,diagnostic
result,4,{'result': 4},{0: 4},e7dc9f54-d564-4d82-ab36-60ca22bfb8e2,diagnostic
result,4,{'result': 4},{0: 4},e82737ff-a667-46b4-8b1d-1e16b1785911,diagnostic
result,2,{'result': 2},{0: 2},e854fd67-4e08-483f-a4b2-a4c7c4f85d17,diagnostic
result,5,{'result': 5},{0: 5},e8605b92-ee9a-4265-9c3c-aa4bc3a691e9,diagnostic
output_0,1,{'output_0': 1},{0: 1},e940f944-a864-4e44-8c9d-cf914b5c8d3e,diagnostic
result,2,{'result': 2},{0: 2},eb1312ee-7059-4660-a43c-ecff8b71919d,diagnostic
result,7,{'result': 7},{0: 7},eb98f598-754c-4117-b630-dc58914f2a4d,diagnostic
output_0,2,{'output_0': 2},{0: 2},ebdb9ed1-c0cb-49a3-b99f-51a3abdf8b90,diagnostic
output_0,2,{'output_0': 2},{0: 2},ec654414-df15-4621-9b4d-3570a4ae6864,diagnostic
result,1,{'result': 1},{0: 1},ed8bfd25-69ed-4d52-8e62-438e8258f812,diagnostic
result,1,{'result': 1},{0: 1},ed9416d7-f389-44e7-8a8c-3b7b7f7e9561,diagnostic
result,4,{'result': 4},{0: 4},ef29201e-ebf0-47cc-8228-3f68241ef6f5,diagnostic
result,2,{'result': 2},{0: 2},f233bac0-19b3-4c09-b8ae-ed847a9c7c1d,diagnostic
result,2,{'result': 2},{0: 2},f23c3b8c-1ca9-42f3-a040-dce72b65aa28,diagnostic
result,7,{'result': 7},{0: 7},f2aede8e-145b-4b28-84d4-9fb63d8564d7,diagnostic
result,3,{'result': 3},{0: 3},f334ca41-2c0e-42d1-9ff1-afe48f56e9f8,diagnostic
result,3,{'result': 3},{0: 3},f35d7635-07e6-41a2-992d-612f82be538c,diagnostic
result,10,{'result': 10},{0: 10},f373d250-2c9f-42f5-a12a-cbe17de52be1,diagnostic
result,3,{'result': 3},{0: 3},f39b094a-54f6-4915-8ede-44b3515fcceb,diagnostic
result,6,{'result': 6},{0: 6},f3ff1bb8-0747-4453-afbb-a71cf3fd92d9,diagnostic
result,4,{'result': 4},{0: 4},f50c216d-76ee-4609-8fd7-5e6efeb01927,diagnostic
result,2,{'result': 2},{0: 2},f5a81c81-73e3-4c94-87dd-44f400c5b843,diagnostic
result,2,{'result': 2},{0: 2},f5f86953-11aa-47f5-92f5-607f7ba9fe00,diagnostic
result,3,{'result': 3},{0: 3},f667a28d-2be7-41fc-94ed-118e8381a2c3,diagnostic
result,3,{'result': 3},{0: 3},f6aa4233-451e-4e33-abe1-451a313b6fec,diagnostic
output_0,1,{'output_0': 1},{0: 1},f76b1983-59a8-4264-9065-ef478e8f3944,diagnostic
result,1,{'result': 1},{0: 1},f78c26cb-d05d-4cfd-8be3-47b0b01d2e95,diagnostic
result,4,{'result': 4},{0: 4},f7d975ce-dcd5-46ba-bfbf-f18b79aa15bd,diagnostic
result,4,{'result': 4},{0: 4},f835d116-65c1-4ab8-95d3-980506564ddd,diagnostic
result,7,{'result': 7},{0: 7},f8fdce32-9e0f-4f9c-bd0d-15dfce117a71,diagnostic
result,2,{'result': 2},{0: 2},f905138a-f657-4ab0-a9f9-b17fd5854b4f,diagnostic
result,2,{'result': 2},{0: 2},f9ebc5c7-fafb-4b4b-ae3f-8f4f10f5ca31,diagnostic
result,17,{'result': 17},{0: 17},fa47c82a-60bf-4ff0-bcf7-d7b41fe795c4,diagnostic
output_0,1,{'output_0': 1},{0: 1},fa57c28a-e9d8-44fb-a358-a9404a557d5b,diagnostic
result,4,{'result': 4},{0: 4},fa9c7f16-9ea7-4eb4-b3d4-efdb6492cf3d,diagnostic
result,5,{'result': 5},{0: 5},fb341674-da07-4323-b70a-7bb759f1e746,diagnostic
result,2,{'result': 2},{0: 2},fc47e3cd-d410-4517-9b20-9817fa2e8217,diagnostic
result,4,{'result': 4},{0: 4},fc6100d1-accb-423a-a8c0-4f4a14ea3cd5,diagnostic
result,12,{'result': 12},{0: 12},fc783b3f-ceb7-4705-bfb8-04a9634bd5ba,diagnostic
result,2,{'result': 2},{0: 2},fc8a9de4-dbbd-4a43-b86f-e331c5ab6199,diagnostic
result,7,{'result': 7},{0: 7},fd49d75b-907d-4ea8-8f20-b94ae88ba68d,diagnostic
result,2,{'result': 2},{0: 2},fd93d5e2-b364-47d3-95c6-b253545f19a9,diagnostic
output_0,1,{'output_0': 1},{0: 1},fd974a69-367d-4ad0-ba69-509a91be9547,diagnostic
result,7,{'result': 7},{0: 7},fde10026-a75e-44d5-ba81-adc9510c5c22,diagnostic
result,4,{'result': 4},{0: 4},fe72229a-2b0d-4eb4-8ba9-1e5179ff5029,diagnostic
result,6,{'result': 6},{0: 6},fed1fe60-ded8-481f-bf6a-8918b655660a,diagnostic
result,12,{'result': 12},{0: 12},ffc78483-512b-4cac-82e9-6081425c2cd4,diagnostic
