aggregation_arity,branching_score,call_bucket,critical_path_length,depth,edge_density,indegree_hist,linearity_score,max_indegree,max_outdegree,motif,n_calls_with_reference,n_constant_only_calls,n_edges,n_fan_in_nodes,n_fan_out_nodes,n_leaves,n_nodes,n_reused_outputs,n_roots,outdegree_hist,ref_format_counts,reference_density,sample_id,source,tool_names,topology_hash,weakly_connected_components
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_63807871db1c,pilot2_train,increase_by_percent|round_to_decimals|multiply|add,topo_30980484d6d7,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_2d9f2ebc27ee,pilot2_train,add|percentage_value,topo_fdeb50f24873,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.5,ttdf_60f2ad07a54c,pilot2_train,fahrenheit_from_celsius|whole_number_of|gap_between|compose_reference_code,topo_bd3dd51ec1a9,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.222222,ttdf_11520fc95946,pilot2_train,minutes_to_seconds|subtract|scale_values,topo_1c8dbe1830b2,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_59aa09761393,pilot2_train,round_up_whole|grow_by_rate|remaining_after|annotate_measurement,topo_bd3dd51ec1a9,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_8184ea063f73,pilot2_train,round_to_decimals|ratio_of|add|ratio_of,topo_30980484d6d7,1
1.0,0.0,4,4,4,0.5,"{0: 1, 1: 3}",1.0,1,1,linear,3,1,3,0,0,1,4,0,1,"{1: 3, 0: 1}",{0: 3},0.6,ttdf_4afe482200e9,pilot2_train,reciprocal_value|reduce_amount|reciprocal_value|round_down_whole,topo_5296967693d8,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_5d7ab71f1f38,pilot2_train,leftover_after_grouping|pairwise_product,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.2,ttdf_06ba5fd3d7c3,pilot2_train,ratio_of|is_within_range,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_2cbb342f97b7,pilot2_train,inverse|quotient_of,topo_fdeb50f24873,1
3.0,0.25,4,2,2,0.5,"{0: 3, 3: 1}",0.0,3,1,fan_in,1,3,3,1,0,1,4,0,3,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_72bdb8dd4fbf,pilot2_train,per_unit_value|per_unit_value|root_extract|total_of_three_parts,topo_64b2717a77dd,1
2.0,0.142857,6+,4,4,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.461538,ttdf_11007d7e7377,pilot2_train,difference_of_numbers|average_of_two|modulo_of|celsius_to_fahrenheit|percent_of|product_of_numbers|absolute_difference,topo_63f405a71afa,1
2.0,0.166667,6+,5,5,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.555556,ttdf_5832b7b98c41,pilot2_train,nearest_integer|floor|product_of_numbers|sqrt|average_of_two|percentage_value,topo_33e36888cf10,1
1.0,0.0,6+,6,6,0.333333,"{0: 1, 1: 5}",1.0,1,1,linear,5,1,5,0,0,1,6,0,1,"{1: 5, 0: 1}",{0: 5},0.454545,ttdf_1a01c6d536a4,pilot2_train,percentage_value|subtract|floor_divide|increase_by_percent|absolute_difference|nearest_integer,topo_02b29308ce2b,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_8f88fd432c9f,pilot2_train,flip_sign|midpoint_value|midpoint_value,topo_911586a55488,1
2.0,0.166667,6+,4,4,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.416667,ttdf_7e8a91761acf,pilot2_train,total_of_pair|midpoint_value|pairwise_product|grow_by_rate|shrink_by_rate|portion_by_rate,topo_2b9a65f092bb,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.125,ttdf_f92c36f7cea2,pilot2_train,decrease_by_percent|scale_values,topo_fdeb50f24873,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_e66bdf672840,pilot2_train,absolute_difference|add|add|percent_of,topo_5b37b75596d2,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.125,ttdf_41c88cf7597f,pilot2_train,absolute_difference|append_to_values,topo_fdeb50f24873,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_4d939df092b1,pilot2_train,scale_quantity|split_evenly|split_evenly,topo_1c8dbe1830b2,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_57b5548d9406,pilot2_train,divide|sqrt|percentage_value,topo_911586a55488,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_94adadc888d5,pilot2_train,whole_number_of|midpoint_value,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_314ea5b76065,pilot2_train,reminder|average_of_two,topo_fdeb50f24873,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_2149efb92e7e,pilot2_train,sum_two_numbers|product_of_numbers|absolute_difference|ratio_of,topo_5b37b75596d2,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_64a78fd53317,pilot2_train,percentage_value|difference_of_numbers,topo_fdeb50f24873,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_04c828f63ace,pilot2_train,km_from_meters|portion_by_rate|leftover_after_grouping,topo_1c8dbe1830b2,1
2.0,0.166667,6+,5,5,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_408521e81a3f,pilot2_train,km_to_meters|average_of_two|reminder|floor|multiply|ratio_of,topo_926312b15db7,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_1ed8a644cc8a,pilot2_train,absolute_difference|decrease_by_percent,topo_fdeb50f24873,1
1.0,0.0,5,5,5,0.4,"{0: 1, 1: 4}",1.0,1,1,linear,4,1,4,0,0,1,5,0,1,"{1: 4, 0: 1}",{0: 4},0.444444,ttdf_6f17398ee5d4,pilot2_train,celsius_to_fahrenheit|product_of_numbers|reminder|ratio_of|average_of_two,topo_d228dd6db98a,1
3.0,0.25,4,2,2,0.5,"{0: 3, 3: 1}",0.0,3,1,fan_in,1,3,3,1,0,1,4,0,3,"{1: 3, 0: 1}",{0: 3},0.375,ttdf_283f1d6b4583,pilot2_train,negate|multiply|whole_quotient|range_of_three,topo_64b2717a77dd,1
1.0,0.0,6+,8,8,0.25,"{0: 1, 1: 7}",1.0,1,1,linear,7,1,7,0,0,1,8,0,1,"{1: 7, 0: 1}",{0: 7},0.5,ttdf_46375cd341af,pilot2_train,fahrenheit_to_celsius|divide|absolute_difference|ratio_of|absolute_difference|increase_by_percent|round_to_decimals|nearest_integer,topo_ff8ead63c33b,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_042a02215c83,pilot2_train,trim_precision|reduce_amount,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_b34b38ffe304,pilot2_train,root_extract|full_groups_of,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_df1956030c8d,pilot2_train,absolute_difference|ratio_of,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_127c85b67981,pilot2_train,grow_by_rate|midpoint_value,topo_fdeb50f24873,1
1.0,0.0,5,5,5,0.4,"{0: 1, 1: 4}",1.0,1,1,linear,4,1,4,0,0,1,5,0,1,"{1: 4, 0: 1}",{0: 4},0.285714,ttdf_30ca87b646fd,pilot2_train,sum_of_values|absolute_difference|divide|round_to_decimals|divide,topo_d228dd6db98a,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_0242d9777a3f,pilot2_train,ceiling|percentage_value|absolute_difference|average_of_two,topo_5b37b75596d2,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_4f5fa4d0edc3,pilot2_train,ratio_of|meters_to_km|percent_of,topo_911586a55488,1
2.0,0.166667,6+,4,4,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_07a8b076e2d7,pilot2_train,km_to_meters|ratio_of|round_to_decimals|multiply|nearest_integer|quotient_of,topo_5cf1a13edea8,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.285714,ttdf_0fd1d2ecd27d,pilot2_train,seconds_to_full_minutes|absolute_difference|append_to_values,topo_1c8dbe1830b2,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_178a8a0f527a,pilot2_train,self_product|reduce_amount,topo_fdeb50f24873,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_13647563f2d7,pilot2_train,midpoint_value|portion_by_rate|whole_number_of,topo_1c8dbe1830b2,1
2.0,0.125,6+,7,7,0.25,"{0: 2, 1: 5, 2: 1}",0.0,2,1,fan_in,6,2,7,1,0,1,8,0,2,"{1: 7, 0: 1}",{0: 7},0.538462,ttdf_b7ee3cebcd0d,pilot2_train,fahrenheit_from_celsius|flip_sign|remaining_after|shrink_by_rate|leftover_after_grouping|round_down_whole|gap_between|remaining_after,topo_596ff8eb2493,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_15ed3b826bb6,pilot2_train,portion_by_rate|combine_amounts|full_groups_of,topo_1c8dbe1830b2,1
2.0,0.25,4,3,3,0.5,"{0: 2, 2: 1, 1: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_2dea76ac3bfb,pilot2_train,round_down_whole|scale_quantity|portion_by_rate|compose_reference_code,topo_bd3dd51ec1a9,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_69a8f87de877,pilot2_train,total_of_pair|shrink_by_rate,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.5,ttdf_5ab1d2b6b663,pilot2_train,flip_sign|reciprocal_value,topo_fdeb50f24873,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.571429,ttdf_01c4b480c3d9,pilot2_train,round_down_whole|celsius_from_fahrenheit|leftover_after_grouping|round_up_whole|gap_between,topo_2b041b861492,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_aa4d18091e7c,pilot2_train,floor|divide|product_of_numbers,topo_911586a55488,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_1723a9be8ad7,pilot2_train,average_of_two|seconds_to_full_minutes|percentage_value,topo_911586a55488,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.333333,ttdf_42dfe03aa03e,pilot2_train,per_unit_value|gap_between|scale_quantity,topo_1c8dbe1830b2,1
2.0,0.142857,6+,4,4,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.461538,ttdf_45c1968f9754,pilot2_train,round_up_whole|proportion_between|combine_amounts|leftover_after_grouping|midpoint_value|proportion_between|gap_between,topo_63f405a71afa,1
2.0,0.166667,6+,4,4,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.416667,ttdf_81085fa2f69b,pilot2_train,multiply|sum_two_numbers|round_to_decimals|subtract|multiply|average_of_two,topo_5cf1a13edea8,1
3.0,0.25,4,2,2,0.5,"{0: 3, 3: 1}",0.0,3,1,fan_in,1,3,3,1,0,1,4,0,3,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_155c26d9d75a,pilot2_train,round_up_whole|round_up_whole|per_unit_value|total_of_three_parts,topo_64b2717a77dd,1
3.0,0.166667,6+,3,3,0.333333,"{0: 3, 1: 2, 3: 1}",0.0,3,1,fan_in,3,3,5,1,0,1,6,0,3,"{1: 5, 0: 1}",{0: 5},0.416667,ttdf_fe5ae9b9a99a,pilot2_train,negate|ratio_of|quotient_of|difference_of_numbers|multiply|mean_of_three,topo_00ac72c33abd,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_35132b97327f,pilot2_train,average_of_two|is_greater,topo_fdeb50f24873,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_297b6a171cb4,pilot2_train,shrink_by_rate|meters_from_km|portion_by_rate,topo_911586a55488,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_014175c51425,pilot2_train,shrink_by_rate|seconds_from_minutes|midpoint_value,topo_911586a55488,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_32779d4cdbaf,pilot2_train,divide|average_of_two,topo_fdeb50f24873,1
2.0,0.166667,6+,5,5,0.333333,"{0: 2, 1: 3, 2: 1}",0.0,2,1,fan_in,4,2,5,1,0,1,6,0,2,"{1: 5, 0: 1}",{0: 5},0.5,ttdf_9bebf639b493,pilot2_train,increase_by_percent|square_value|average_of_two|sqrt|decrease_by_percent|sum_two_numbers,topo_926312b15db7,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_2b986e6bdea7,pilot2_train,sqrt|decrease_by_percent,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_3bfb5f490e04,pilot2_train,midpoint_value|grow_by_rate,topo_fdeb50f24873,1
1.0,0.0,3,3,3,0.666667,"{0: 1, 1: 2}",1.0,1,1,linear,2,1,2,0,0,1,3,0,1,"{1: 2, 0: 1}",{0: 2},0.285714,ttdf_38ab9ad4cef6,pilot2_train,round_to_decimals|inverse|scale_values,topo_1c8dbe1830b2,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_b817ed62a478,pilot2_train,pairwise_product|proportion_between,topo_fdeb50f24873,1
2.0,0.142857,6+,5,5,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.461538,ttdf_58f08c4edc40,pilot2_train,combine_amounts|reduce_amount|leftover_after_grouping|gap_between|reciprocal_value|midpoint_value|midpoint_value,topo_9e01698159b0,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.428571,ttdf_67945aea207c,pilot2_train,floor|modulo_of|decrease_by_percent|divide,topo_30980484d6d7,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,ttdf_00a9b63f9539,pilot2_train,round_down_whole|midpoint_value,topo_fdeb50f24873,1
3.0,0.142857,6+,3,3,0.285714,"{0: 3, 1: 3, 3: 1}",0.0,3,1,fan_in,4,3,6,1,0,1,7,0,3,"{1: 6, 0: 1}",{0: 6},0.461538,ttdf_300011213666,pilot2_train,add|absolute_difference|inverse|difference_of_numbers|difference_of_numbers|square_value|sum_of_three,topo_b53a306e6f0b,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_73282ea5cdf9,pilot2_train,quotient_of|quotient_of,topo_fdeb50f24873,1
1.0,0.0,6+,6,6,0.333333,"{0: 1, 1: 5}",1.0,1,1,linear,5,1,5,0,0,1,6,0,1,"{1: 5, 0: 1}",{0: 5},0.454545,ttdf_07bf20b2416e,pilot2_train,gap_between|leftover_after_grouping|scale_quantity|per_unit_value|scale_quantity|root_extract,topo_02b29308ce2b,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.166667,ttdf_1b08044d3347,pilot2_train,range_of_values|is_within_range,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_8e3ba4561df0,pilot2_train,ratio_of|increase_by_percent,topo_fdeb50f24873,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_74694b7d01eb,pilot2_train,absolute_difference|nearest_integer|percentage_value,topo_911586a55488,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_272ce16153d2,pilot2_train,floor_divide|is_divisible_by,topo_fdeb50f24873,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.4,ttdf_19f9e9aa46b1,pilot2_train,nearest_integer|ratio_of|product_of_numbers,topo_911586a55488,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.444444,ttdf_28ea68541817,pilot2_train,percentage_value|nearest_integer|floor_divide|ratio_of|build_tag,topo_0c51481d8aeb,1
1.0,0.0,4,4,4,0.5,"{0: 1, 1: 3}",1.0,1,1,linear,3,1,3,0,0,1,4,0,1,"{1: 3, 0: 1}",{0: 3},0.5,ttdf_04b100a77d6b,pilot2_train,fahrenheit_to_celsius|average_of_two|increase_by_percent|floor,topo_5296967693d8,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,ttdf_4241c5b98748,pilot2_train,decrease_by_percent|floor_divide,topo_fdeb50f24873,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,000b6bed-2a29-4199-a359-0e107922a1ff,diagnostic,add|add|divide,topo_911586a55488,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.166667,01e1c208-31dc-4ae6-89ae-da9efb73c7e3,diagnostic,find_negative|format_number,topo_fdeb50f24873,1
1.0,0.0,5,5,5,0.4,"{0: 1, 1: 4}",1.0,1,1,linear,4,1,4,0,0,1,5,0,1,"{1: 4, 0: 1}",{0: 4},0.4,0214b225-23ae-4a8f-bb93-8fbaec94831c,diagnostic,divide|multiply|subtract|divide|divide,topo_d228dd6db98a,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.333333,0219f9a1-ced9-4e6d-9b99-1570e1178b66,diagnostic,round_to_ceiling|multiply_without_star,topo_fdeb50f24873,1
2.0,0.25,4,3,3,0.5,"{0: 2, 1: 1, 2: 1}",0.0,2,1,fan_in,2,2,3,1,0,1,4,0,2,"{1: 3, 0: 1}",{0: 3},0.375,037ab7a7-2503-4a04-9bde-f2d81c184790,diagnostic,multiply|add|subtract|divide,topo_30980484d6d7,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,038f3d86-b97b-49e6-b878-1b80c73fb744,diagnostic,divide|multiply,topo_fdeb50f24873,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,047fb639-ca36-4a73-9407-507b8c3b4c5d,diagnostic,add|divide,topo_fdeb50f24873,1
2.0,0.333333,3,2,2,0.666667,"{0: 2, 2: 1}",0.0,2,1,fan_in,1,2,2,1,0,1,3,0,2,"{1: 2, 0: 1}",{0: 2},0.333333,04bd68f8-3e77-4cda-b43f-c42616d95d33,diagnostic,subtract|subtract|divide,topo_911586a55488,1
2.0,0.142857,6+,5,5,0.285714,"{0: 2, 1: 4, 2: 1}",0.0,2,1,fan_in,5,2,6,1,0,1,7,0,2,"{1: 6, 0: 1}",{0: 6},0.428571,04d81d58-98bf-4665-87aa-6eed765ce6f0,diagnostic,multiply|power|multiply|power|subtract|subtract|divide,topo_619388d6c582,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,05b1bdbd-de3f-4773-b867-990b6006aef2,diagnostic,subtract|divide,topo_fdeb50f24873,1
1.0,0.0,4,4,4,0.5,"{0: 1, 1: 3}",1.0,1,1,linear,3,1,3,0,0,1,4,0,1,"{1: 3, 0: 1}",{0: 3},0.375,05ec87ae-0659-42c3-82e8-a0645c4a70df,diagnostic,divide|subtract|divide|subtract,topo_5296967693d8,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.25,06706b83-4657-4e2c-b372-af1d826f1b6e,diagnostic,replace_title|evaluate_boolean_expression,topo_fdeb50f24873,1
2.0,0.25,6+,10,10,0.055556,"{0: 10, 1: 17, 2: 9}",0.0,2,1,fan_in,26,10,35,9,0,1,36,0,10,"{1: 35, 0: 1}",{0: 35},0.486111,07df2ad6-7ac0-4c6a-b79a-0b02782d0235,diagnostic,add|add|subtract|add|add|divide|multiply|add|add|add|subtract|add|add|divide|add|add|add|subtract|add|add|divide|add|add|add|subtract|add|add|divide|add|add|add|subtract|add|add|divide|add,topo_94b2ebdeffae,1
2.0,0.2,5,4,4,0.4,"{0: 2, 1: 2, 2: 1}",0.0,2,1,fan_in,3,2,4,1,0,1,5,0,2,"{1: 4, 0: 1}",{0: 4},0.4,081ad64a-4bb8-4a0c-b2df-c21b7bc8cc35,diagnostic,multiply|multiply|add|add|divide,topo_2b041b861492,1
1.0,0.0,2,2,2,1.0,"{0: 1, 1: 1}",1.0,1,1,linear,1,1,1,0,0,1,2,0,1,"{1: 1, 0: 1}",{0: 1},0.142857,091b5d2a-206a-4ac4-81df-754ec6393b92,diagnostic,madlib_transformer|string_replace,topo_fdeb50f24873,1
